"Symbol","Name","LastSale","MarketCap","ADR TSO","IPOyear","Sector","Industry","Summary Quote",
"SRUNU","Silver Run Acquisition Corporation II","10.4372","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/srunu",
"SRUNW","Silver Run Acquisition Corporation II","1.55","0","n/a","2017","Finance","Business Services","http://www.nasdaq.com/symbol/srunw",
"SAMG","Silvercrest Asset Management Group Inc.","15.05","198681656.95","n/a","2013","Finance","Investment Managers","http://www.nasdaq.com/symbol/samg",
"SSNT","SilverSun Technologies, Inc.","4.1688","18717507.6264","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ssnt",
"SFNC","Simmons First National Corporation","55.95","2572066092.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfnc",
"SLP","Simulations Plus, Inc.","16.15","279149390.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","109.22","7810831165.2","n/a","n/a","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","33.1","3367654539.9","n/a","1995","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","2.68","27967233.8","n/a","n/a","Transportation","Oil Refining/Marketing","http://www.nasdaq.com/symbol/sino",
"SVA","Sinovac Biotech, Ltd.","7.965","454158413.865","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sva",
"SIRI","Sirius XM Holdings Inc.","5.44","25001260810.88","n/a","n/a","Consumer Services","Broadcasting","http://www.nasdaq.com/symbol/siri",
"SITO","SITO Mobile, Ltd.","6.91","152210695.27","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sito",
"SKYS","Sky Solar Holdings, Ltd.","1.48","21222124.04","14339273","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/skys",
"SKLN","Skyline Medical Inc.","1.33","8356072.13","n/a","n/a","Health Care","Industrial Specialties","http://www.nasdaq.com/symbol/skln",
"SKYW","SkyWest, Inc.","50","2592126350","n/a","1986","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","109.73","20101393710.7","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/swks",
"SNBR","Sleep Number Corporation","35.2","1401628800","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/snbr",
"SLM","SLM Corporation","10.6","4578030438.4","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slm",
"SLMBP","SLM Corporation","69.38","277520000","n/a","n/a","Finance","Finance: Consumer Services","http://www.nasdaq.com/symbol/slmbp",
"RNSC","Small Cap US Equity Select ETF","21.25","2125042.5","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/rnsc",
"SGH","SMART Global Holdings, Inc.","36.2","788299743.2","n/a","2017","Technology","Semiconductors","http://www.nasdaq.com/symbol/sgh",
"SND","Smart Sand, Inc.","8.03","324356054.99","n/a","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","http://www.nasdaq.com/symbol/snd",
"SMBK","SmartFinancial, Inc.","21.72","241740450.6","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smbk",
"SMSI","Smith Micro Software, Inc.","2","28594036","n/a","1995","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/smsi",
"SMTX","SMTC Corporation","1.64","27593323.08","n/a","2000","Technology","Electrical Products","http://www.nasdaq.com/symbol/smtx",
"LNCE","Snyder&#39;s-Lance, Inc.","36.59","3565881486.97","n/a","n/a","Consumer Non-Durables","Specialty Foods","http://www.nasdaq.com/symbol/lnce",
"SRAX","Social Reality, Inc.","7.69","66714033.63","n/a","n/a","Technology","Advertising","http://www.nasdaq.com/symbol/srax",
"SCKT","Socket Mobile, Inc.","3.57","25029726.96","n/a","n/a","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/sckt",
"SODA","SodaStream International Ltd.","66.52","1443341713.72","n/a","2010","Consumer Durables","Consumer Electronics/Appliances","http://www.nasdaq.com/symbol/soda",
"SOHU","Sohu.com Inc.","52.4","2037384416.8","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sohu",
"SLRC","Solar Capital Ltd.","22.02","930583388.52","n/a","2010","n/a","n/a","http://www.nasdaq.com/symbol/slrc",
"SUNS","Solar Senior Capital Ltd.","18.24","292470246.72","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/suns",
"SEDG","SolarEdge Technologies, Inc.","39.675","1706534704.725","n/a","2015","Technology","Semiconductors","http://www.nasdaq.com/symbol/sedg",
"SLNO","Soleno Therapeutics, Inc.","1.49","14903361.44","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/slno",
"SLNOW","Soleno Therapeutics, Inc.","0.13","0","n/a","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","http://www.nasdaq.com/symbol/slnow",
"SNGX","Soligenix, Inc.","2.16","18858182.4","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sngx",
"SNGXW","Soligenix, Inc.","0.75","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sngxw",
"SONC","Sonic Corp.","24.82","999016442.02","n/a","1991","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sonc",
"SOFO","Sonic Foundry, Inc.","3.21","14310420.75","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/sofo",
"SNOA","Sonoma Pharmaceuticals, Inc.","5.13","22181253.03","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snoa",
"SNOAW","Sonoma Pharmaceuticals, Inc.","0.3781","0","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snoaw",
"SONS","Sonus Networks, Inc.","7.82","391562695.92","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/sons",
"SPHS","Sophiris Bio, Inc.","2.14","64437867.42","n/a","2013","n/a","n/a","http://www.nasdaq.com/symbol/sphs",
"SORL","SORL Auto Parts, Inc.","6.51","125675035.71","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/sorl",
"ROKA","Sorrento Tech, Inc.","1.1197","5605093.9133","n/a","2014","Capital Goods","Biotechnology: Laboratory Analytical Instruments","http://www.nasdaq.com/symbol/roka",
"SRNE","Sorrento Therapeutics, Inc.","2.3","182440236.6","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/srne",
"SOHO","Sotherly Hotels Inc.","6.82","94275990.38","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/soho",
"SOHOB","Sotherly Hotels Inc.","25.49","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohob",
"SOHOO","Sotherly Hotels Inc.","25.3557","0","n/a","n/a","Consumer Services","Real Estate Investment Trusts","http://www.nasdaq.com/symbol/sohoo",
"SFBC","Sound Financial Bancorp, Inc.","33.3","83584498.5","n/a","n/a","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sfbc",
"SSB","South State Corporation","87.7","2569107566.7","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssb",
"SFST","Southern First Bancshares, Inc.","41.45","303376612.1","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sfst",
"SMBC","Southern Missouri Bancorp, Inc.","39","335063157","n/a","n/a","Finance","Banks","http://www.nasdaq.com/symbol/smbc",
"SONA","Southern National Bancorp of Virginia, Inc.","16.64","397969777.92","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sona",
"SBSI","Southside Bancshares, Inc.","34.35","1011038560.95","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbsi",
"SP","SP Plus Corporation","38.7","871550006.4","n/a","n/a","Consumer Services","Rental/Leasing Companies","http://www.nasdaq.com/symbol/sp",
"SGRP","SPAR Group, Inc.","1.3295","27355750.7855","n/a","n/a","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/sgrp",
"SPKE","Spark Energy, Inc.","12.15","420763758.3","n/a","2014","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spke",
"SPKEP","Spark Energy, Inc.","26.6903","0","n/a","n/a","Public Utilities","Power Generation","http://www.nasdaq.com/symbol/spkep",
"ONCE","Spark Therapeutics, Inc.","74.11","2742473603.06","n/a","2015","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","http://www.nasdaq.com/symbol/once",
"SPAR","Spartan Motors, Inc.","15.05","528302542.95","n/a","n/a","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/spar",
"SPTN","SpartanNash Company","22.55","833712534.05","n/a","n/a","Consumer Non-Durables","Food Distributors","http://www.nasdaq.com/symbol/sptn",
"DWFI","SPDR Dorsey Wright Fixed Income Allocation ETF","25.78","105698000","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/dwfi",
"SPPI","Spectrum Pharmaceuticals, Inc.","19.83","1996132179.54","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sppi",
"SPRO","Spero Therapeutics, Inc.","13.9","63957249.9","n/a","2017","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/spro",
"ANY","Sphere 3D Corp.","2.91","19491968.61","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/any",
"SPEX","Spherix Incorporated","1.44","8978253.12","n/a","n/a","Miscellaneous","Multi-Sector Companies","http://www.nasdaq.com/symbol/spex",
"SPI","SPI Energy Co., Ltd.","1.18","85557926.06","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spi",
"SAVE","Spirit Airlines, Inc.","38.17","2647973288.18","n/a","2011","Transportation","Air Freight/Delivery Services","http://www.nasdaq.com/symbol/save",
"SPLK","Splunk Inc.","84.07","11768972919.34","n/a","2012","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/splk",
"SPOK","Spok Holdings, Inc.","18.45","368692678.35","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/spok",
"SPWH","Sportsman&#39;s Warehouse Holdings, Inc.","4.61","196289858.45","n/a","2014","Consumer Services","Other Specialty Stores","http://www.nasdaq.com/symbol/spwh",
"SBPH","Spring Bank Pharmaceuticals, Inc.","15.03","194654025.99","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbph",
"FUND","Sprott Focus Trust, Inc.","7.98","198506330.4","n/a","n/a","Consumer Services","Miscellaneous","http://www.nasdaq.com/symbol/fund",
"SFM","Sprouts Farmers Market, Inc.","21.76","2895615603.2","n/a","2013","Consumer Services","Food Chains","http://www.nasdaq.com/symbol/sfm",
"SPSC","SPS Commerce, Inc.","50.355","867330633.6","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/spsc",
"SSNC","SS&C Technologies Holdings, Inc.","40.89","8417645781.27","n/a","2010","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ssnc",
"SSRM","SSR Mining Inc.","8.59","1029428091.1","n/a","n/a","Basic Industries","Precious Metals","http://www.nasdaq.com/symbol/ssrm",
"STAA","STAAR Surgical Company","16.25","668918753.75","n/a","n/a","Health Care","Ophthalmic Goods","http://www.nasdaq.com/symbol/staa",
"STAF","Staffing 360 Solutions, Inc.","0.7","13551991.6","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/staf",
"STMP","Stamps.com Inc.","176.65","3087624367.2","n/a","1999","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/stmp",
"STLY","Stanley Furniture Company, Inc.","0.873","13167747.963","n/a","n/a","Consumer Durables","Home Furnishings","http://www.nasdaq.com/symbol/stly",
"SBLK","Star Bulk Carriers Corp.","9.75","618300920.25","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblk",
"SBLKL","Star Bulk Carriers Corp.","25.03","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkl",
"SBLKZ","Star Bulk Carriers Corp.","24.9","0","n/a","n/a","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/sblkz",
"SBUX","Starbucks Corporation","56.8","80815040000","n/a","1992","Consumer Services","Restaurants","http://www.nasdaq.com/symbol/sbux",
"STFC","State Auto Financial Corporation","26.92","1137813426.24","n/a","1991","Finance","Property-Casualty Insurers","http://www.nasdaq.com/symbol/stfc",
"STBZ","State Bank Financial Corporation.","29.35","1144409007.15","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/stbz",
"STDY","SteadyMed Ltd.","3.1","82323761.2","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stdy",
"GASS","StealthGas, Inc.","4.08","162631097.04","n/a","2005","Transportation","Marine Transportation","http://www.nasdaq.com/symbol/gass",
"STLD","Steel Dynamics, Inc.","37.49","8883322382.16","n/a","1996","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/stld",
"SMRT","Stein Mart, Inc.","1.1","52712588.5","n/a","1992","Consumer Services","Clothing/Shoe/Accessory Stores","http://www.nasdaq.com/symbol/smrt",
"STLR","Stellar Acquisition III Inc.","10.2299","92173209.6923","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlr",
"STLRU","Stellar Acquisition III Inc.","10.52","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlru",
"STLRW","Stellar Acquisition III Inc.","0.4","0","n/a","2016","Finance","Business Services","http://www.nasdaq.com/symbol/stlrw",
"SBOT","Stellar Biotechnologies, Inc.","1.1001","11573157.6096","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbot",
"STML","Stemline Therapeutics, Inc.","14.45","365395806.15","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/stml",
"SRCL","Stericycle, Inc.","63.05","5382759831.8","n/a","1996","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srcl",
"SRCLP","Stericycle, Inc.","50.94","0","n/a","n/a","Basic Industries","Environmental Services","http://www.nasdaq.com/symbol/srclp",
"SBT","Sterling Bancorp, Inc.","12.82","678989608.56","n/a","2017","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sbt",
"STRL","Sterling Construction Company Inc","17.35","469337331.05","n/a","n/a","Basic Industries","Military/Government/Technical","http://www.nasdaq.com/symbol/strl",
"SHOO","Steven Madden, Ltd.","39.75","2349355141.5","n/a","1993","Consumer Non-Durables","Shoe Manufacturing","http://www.nasdaq.com/symbol/shoo",
"SSFN","Stewardship Financial Corp","9.45","81698415.75","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/ssfn",
"SFIX","Stitch Fix, Inc.","18.62","1776567995.3","n/a","2017","Consumer Services","Catalog/Specialty Distribution","http://www.nasdaq.com/symbol/sfix",
"SYBT","Stock Yards Bancorp, Inc.","38.05","862616710.5","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sybt",
"BANX","StoneCastle Financial Corp","20.29","132743043.81","n/a","n/a","n/a","n/a","http://www.nasdaq.com/symbol/banx",
"SSKN","Strata Skin Sciences, Inc.","1.41","5747285.49","n/a","n/a","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/sskn",
"SSYS","Stratasys, Ltd.","22.15","1178424300","n/a","1994","Technology","Computer peripheral equipment","http://www.nasdaq.com/symbol/ssys",
"STRT","Strattec Security Corporation","45.55","167225528.6","n/a","n/a","Capital Goods","Auto Parts:O.E.M.","http://www.nasdaq.com/symbol/strt",
"STRS","Stratus Properties Inc.","29.15","237091583.3","n/a","n/a","Consumer Services","Homebuilding","http://www.nasdaq.com/symbol/strs",
"STRA","Strayer Education, Inc.","95.02","1016819187.14","n/a","1996","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/stra",
"STRM","Streamline Health Solutions, Inc.","1.32","26385110.4","n/a","n/a","Technology","EDP Services","http://www.nasdaq.com/symbol/strm",
"SBBP","Strongbridge Biopharma plc","6.8","270723939.2","n/a","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sbbp",
"STB","Student Transportation Inc","5.82","552212518.32","n/a","n/a","Transportation","Other Transportation","http://www.nasdaq.com/symbol/stb",
"SCMP","Sucampo Pharmaceuticals, Inc.","10.55","492019548.2","n/a","2007","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/scmp",
"SUMR","Summer Infant, Inc.","1.56","29037688.68","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","http://www.nasdaq.com/symbol/sumr",
"SMMF","Summit Financial Group, Inc.","26.43","328481079.06","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/smmf",
"SSBI","Summit State Bank","12.65","76424658.75","n/a","2006","n/a","n/a","http://www.nasdaq.com/symbol/ssbi",
"SMMT","Summit Therapeutics plc","11.65","74212527.1","6370174","2015","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/smmt",
"SNBC","Sun Bancorp, Inc.","24.85","474553268.35","n/a","n/a","Finance","Commercial Banks","http://www.nasdaq.com/symbol/snbc",
"SNHY","Sun Hydraulics Corporation","60.42","1635776036.4","n/a","1997","Capital Goods","Metal Fabrications","http://www.nasdaq.com/symbol/snhy",
"SNDE","Sundance Energy Australia Limited","5.68","6406182.32","1127849","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/snde",
"SNSS","Sunesis Pharmaceuticals, Inc.","2.96","101375033.12","n/a","2005","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/snss",
"STKL","SunOpta, Inc.","7.55","654418152.55","n/a","n/a","Consumer Services","Farming/Seeds/Milling","http://www.nasdaq.com/symbol/stkl",
"SPWR","SunPower Corporation","8.06","1124946104.62","n/a","2005","Technology","Semiconductors","http://www.nasdaq.com/symbol/spwr",
"RUN","Sunrun Inc.","5.93","633245724","n/a","2015","Capital Goods","Industrial Specialties","http://www.nasdaq.com/symbol/run",
"SBCP","Sunshine Bancorp, Inc.","22.96","184285087.84","n/a","2014","Finance","Savings Institutions","http://www.nasdaq.com/symbol/sbcp",
"SUNW","Sunworks, Inc.","0.9687","21752801.7168","n/a","n/a","Public Utilities","Telecommunications Equipment","http://www.nasdaq.com/symbol/sunw",
"SMCI","Super Micro Computer, Inc.","21","1022552832","n/a","2007","Technology","Computer Manufacturing","http://www.nasdaq.com/symbol/smci",
"SPCB","SuperCom, Ltd.","4.25","63487940.75","n/a","n/a","Technology","Semiconductors","http://www.nasdaq.com/symbol/spcb",
"SCON","Superconductor Technologies Inc.","1.07","11512409.27","n/a","1993","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/scon",
"SGC","Superior Uniform Group, Inc.","24.56","365026217.36","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/sgc",
"SUPN","Supernus Pharmaceuticals, Inc.","39.5","2024854214","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/supn",
"SPRT","support.com, Inc.","2.4056","45017388.048","n/a","2000","Technology","EDP Services","http://www.nasdaq.com/symbol/sprt",
"SGRY","Surgery Partners, Inc.","8.55","416977480.8","n/a","2015","Health Care","Hospital/Nursing Management","http://www.nasdaq.com/symbol/sgry",
"SRDX","Surmodics, Inc.","32.55","426729230.55","n/a","1998","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/srdx",
"SBBX","Sussex Bancorp","25.95","156742671","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sbbx",
"SIVB","SVB Financial Group","213.1","11239049349.9","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivb",
"SIVBO","SVB Financial Group","25.28","0","n/a","n/a","Finance","Major Banks","http://www.nasdaq.com/symbol/sivbo",
"SYKE","Sykes Enterprises, Incorporated","31.13","1335399984.38","n/a","1996","Technology","EDP Services","http://www.nasdaq.com/symbol/syke",
"SYMC","Symantec Corporation","28.56","17706687662.16","n/a","1989","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/symc",
"SYNC","Synacor, Inc.","2.525","97682321.7","n/a","2012","Technology","Computer Software: Programming, Data Processing","http://www.nasdaq.com/symbol/sync",
"SYNL","Synalloy Corporation","12.85","112161199.3","n/a","n/a","Basic Industries","Steel/Iron Ore","http://www.nasdaq.com/symbol/synl",
"SYNA","Synaptics Incorporated","39.51","1344582510.48","n/a","2002","Technology","Semiconductors","http://www.nasdaq.com/symbol/syna",
"SNCR","Synchronoss Technologies, Inc.","11.145","529552947.525","n/a","2006","Technology","EDP Services","http://www.nasdaq.com/symbol/sncr",
"SNDX","Syndax Pharmaceuticals, Inc.","8.2","199997417.8","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sndx",
"SGYP","Synergy Pharmaceuticals, Inc.","1.89","425164838.49","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/sgyp",
"SYBX","Synlogic, Inc.","9.85","160409919.35","n/a","2015","n/a","n/a","http://www.nasdaq.com/symbol/sybx",
"SNPS","Synopsys, Inc.","90.15","13544826819.45","n/a","1992","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/snps",
"SYNT","Syntel, Inc.","25.18","2086261126.46","n/a","1997","Technology","EDP Services","http://www.nasdaq.com/symbol/synt",
"SYMX","Synthesis Energy Systems, Inc.","0.387","33878904.93","n/a","n/a","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/symx",
"SYPR","Sypris Solutions, Inc.","1.49","31918894.73","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/sypr",
"SYRS","Syros Pharmaceuticals, Inc.","13.75","361575995","n/a","2016","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/syrs",
"TROW","T. Rowe Price Group, Inc.","97.9","23722152524.4","n/a","1986","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/trow",
"TTOO","T2 Biosystems, Inc.","4.3","154047328","n/a","2014","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/ttoo",
"TRHC","Tabula Rasa HealthCare, Inc.","36.43","650239033.57","n/a","2016","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/trhc",
"TCMD","Tactile Systems Technology, Inc.","27.83","492640704.38","n/a","2016","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tcmd",
"TAIT","Taitron Components Incorporated","1.71","9526148.37","n/a","1995","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tait",
"TTWO","Take-Two Interactive Software, Inc.","117.87","13443436185.99","n/a","1997","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/ttwo",
"TLND","Talend S.A.","42.71","803006768.96","18801376","2016","Technology","Computer Software: Prepackaged Software","http://www.nasdaq.com/symbol/tlnd",
"TNDM","Tandem Diabetes Care, Inc.","2.71","27421565.89","n/a","2013","Health Care","Medical/Dental Instruments","http://www.nasdaq.com/symbol/tndm",
"TLF","Tandy Leather Factory, Inc.","7.55","69995008.1","n/a","n/a","Consumer Non-Durables","Apparel","http://www.nasdaq.com/symbol/tlf",
"TANH","Tantech Holdings Ltd.","3.05","81776401.75","n/a","2015","Basic Industries","Major Chemicals","http://www.nasdaq.com/symbol/tanh",
"TPIV","TapImmune Inc.","2.77","28140410.61","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tpiv",
"TEDU","Tarena International, Inc.","13.14","421737366.6","32095690","2014","Consumer Services","Other Consumer Services","http://www.nasdaq.com/symbol/tedu",
"TATT","TAT Technologies Ltd.","10.45","92461892.6","n/a","n/a","Capital Goods","Aerospace","http://www.nasdaq.com/symbol/tatt",
"TAYD","Taylor Devices, Inc.","13.4","46301797.2","n/a","n/a","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tayd",
"CGBD","TCG BDC, Inc.","18.62","1158305567.86","n/a","2017","n/a","n/a","http://www.nasdaq.com/symbol/cgbd",
"TCPC","TCP Capital Corp.","16.185","951554411.34","n/a","2012","n/a","n/a","http://www.nasdaq.com/symbol/tcpc",
"AMTD","TD Ameritrade Holding Corporation","49.12","27761254043.2","n/a","1997","Finance","Investment Bankers/Brokers/Service","http://www.nasdaq.com/symbol/amtd",
"PETZ","TDH Holdings, Inc.","9.12","84132000","n/a","2017","Consumer Non-Durables","Packaged Foods","http://www.nasdaq.com/symbol/petz",
"TECD","Tech Data Corporation","92.43","3526124363.19","n/a","1986","Technology","Retail: Computer Software & Peripheral Equipment","http://www.nasdaq.com/symbol/tecd",
"TCCO","Technical Communications Corporation","4.2012","7729691.2524","n/a","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","http://www.nasdaq.com/symbol/tcco",
"TTGT","TechTarget, Inc.","13.54","373669296.98","n/a","2007","Miscellaneous","Business Services","http://www.nasdaq.com/symbol/ttgt",
"TGLS","Tecnoglass Inc.","7.12","243835970","n/a","2012","Consumer Durables","Electronic Components","http://www.nasdaq.com/symbol/tgls",
"TGEN","Tecogen Inc.","2.43","60080272.56","n/a","2014","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tgen",
"TNAV","Telenav, Inc.","5.15","228207644.6","n/a","2010","Capital Goods","Industrial Machinery/Components","http://www.nasdaq.com/symbol/tnav",
"TTEC","TeleTech Holdings, Inc.","41.35","1895860863.9","n/a","1996","Technology","Professional Services","http://www.nasdaq.com/symbol/ttec",
"TLGT","Teligent, Inc.","3.85","205591081.85","n/a","n/a","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tlgt",
"TELL","Tellurian Inc.","12.07","2567183556.48","n/a","n/a","Energy","Oil & Gas Production","http://www.nasdaq.com/symbol/tell",
"TENX","Tenax Therapeutics, Inc.","0.42","11859349.32","n/a","n/a","Health Care","Biotechnology: Commercial Physical & Biological Resarch","http://www.nasdaq.com/symbol/tenx",
"GLBL","TerraForm Global, Inc.","4.85","841201372.7","n/a","2015","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/glbl",
"TERP","TerraForm Power, Inc.","12.96","1920988599.84","n/a","2014","Public Utilities","Electric Utilities: Central","http://www.nasdaq.com/symbol/terp",
"TBNK","Territorial Bancorp Inc.","31.59","312125026.59","n/a","2009","Finance","Savings Institutions","http://www.nasdaq.com/symbol/tbnk",
"TSRO","TESARO, Inc.","83.49","4540347168.72","n/a","2012","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/tsro",
"TESO","Tesco Corporation","3.9","182349499.8","n/a","n/a","Energy","Metal Fabrications","http://www.nasdaq.com/symbol/teso",
"TSLA","Tesla, Inc. ","315.55","53033666492.25","n/a","2010","Capital Goods","Auto Manufacturing","http://www.nasdaq.com/symbol/tsla",
"TESS","TESSCO Technologies Incorporated","17.85","149550138.15","n/a","1994","Consumer Non-Durables","Electronic Components","http://www.nasdaq.com/symbol/tess",
"TTEK","Tetra Tech, Inc.","50.7","2832761100","n/a","1991","Consumer Services","Military/Government/Technical","http://www.nasdaq.com/symbol/ttek",
"TTPH","Tetraphase Pharmaceuticals, Inc.","6.76","347562905.56","n/a","2013","Health Care","Major Pharmaceuticals","http://www.nasdaq.com/symbol/ttph",
"TCBI","Texas Capital Bancshares, Inc.","81.75","4056970053.75","n/a","2003","Finance","Major Banks","http://www.nasdaq.com/symbol/tcbi",
